Pozo,YACIMIENTO,ZONA,STATUS2024,Petroleo(bopd),Oil Cum (MSTB),Cum Parinas(MSTB),Cum Verdun (MSTB),Cum Mogollon (MSTB),Cum Talara(MSTB)
963,SIETEVIENTOS,O,APA,3.74,265.047,265,0,0,0
964,NEGRITOS,O,ATA,0.35,19.492,0,0,19.5,0
965,NEGRITOS,O,ATA,0.07,14.644,0,0,14.6,0
966,NEGRITOS,O,APA,0.61,38.18,0,0,38.2,0
967,NEGRITOS,O,APA,0.23,4.926,0,0,4.9,0
968,LAGUNITOS,S,DPA,,0,0,0,0,0
969,LOMITOS,E,ATA,0.35,30.794,30.8,0,0,0
97,NEGRITOS,O,APA,691.32,21.431,0,0,21.4,0
970,NEGRITOS,O,APA,0.42,5.844,0,0,5.8,0
971,NEGRITOS,O,ATA,3.33,107.994,0,0,108,0
972,NEGRITOS,O,APA,1.82,0.051,0,0,0.1,0
973,SIETEVIENTOS,O,APA,0.03,25.624,25.6,0,0,0
974,NEGRITOS,O,ATA,0.35,11.809,0,0,11.8,0
975,PLAYA,O,DPA,,0,0,0,0,0
977,NEGRITOS,O,APA,0.13,7.519,0,0,7.5,0
978,SIETEVIENTOS,O,DPA,,0,0,0,0,0
979,LAGUNITOS,S,DPA,,0,0,0,0,0
98,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
981,NEGRITOS,O,ATA,0.04,20.178,0,0,20.2,0
982,NEGRITOS,O,APA,0.74,0.032,0,0,0,0
983,LAGUNITOS,S,APA,2.97,23.798,0,23.8,0,0
984,NEGRITOS,O,ATA,0.06,13.351,0,0,13.4,0
985,NEGRITOS,O,APA,0.43,6.887,0,0,6.9,0
986,LAGUNITOS,S,ATA,4.97,22.515,0,22.5,0,0
987,LAGUNITOS,S,DPA,,0,0,0,0,0
988,SIETEVIENTOS,O,DPA,,0,0,0,0,0
988A,SIETEVIENTOS,O,ATA,,0,0,0,0,0
989,LOMITOS,E,ATA,0.23,83.568,83.6,0,0,0
99,NEGRITOS,O,APA,0.2,4.921,0,0,4.9,0
990,LAGUNITOS,S,DPA,,0,0,0,0,0
991,SIETEVIENTOS,O,ATA,1.43,190.671,190.7,0,0,0
992,LOMITOS,E,ATA,0.23,55.77,55.8,0,0,0
993,LOMITOS,E,ATA,0.53,58.121,58.1,0,0,0
994,NEGRITOS,O,APA,0.16,2.94,0,0,2.9,0
995,NEGRITOS,O,APA,0.35,8.487,0,0,8.5,0
996,NEGRITOS,O,APA,0.39,0.012,0,0,0,0
997,LAGUNITOS,S,DPA,,0,0,0,0,0
998,SIETEVIENTOS,O,APA,1.53,7.294,7.3,0,0,0
999,LOMITOS,E,ATA,1.06,42.807,42.8,0,0,0
AA,NEGRITOS,O,DPA,,0,0,0,0,0
BB,NEGRITOS,O,DPA,,0,0,0,0,0
CC,NEGRITOS,O,DPA,,0,0,0,0,0
DD,NEGRITOS,O,DPA,,0,0,0,0,0
EE,NEGRITOS,O,DPA,,0,0,0,0,0
