Pozo,YACIMIENTO,ZONA,STATUS2024,Petroleo(bopd),Oil Cum (MSTB),Cum Parinas(MSTB),Cum Verdun (MSTB),Cum Mogollon (MSTB),Cum Talara(MSTB)
3172,ANCHA,E,ATA,1.06,126.631,0,126.6,0,0
3174,ANCHA,E,ATA,1.19,43.02,0,43,0,0
3179,SANJUAN,E,DPA,,0,0,0,0,0
318,NEGRITOS,O,APA,1036.87,32.143,0,0,0,0
3181,SANJUAN,E,ATA,3.19,174.006,0,0,174,0
3188,SANJUAN,E,ATA,0.07,28.411,0,0,28.4,0
3189,SIETEVIENTOS,O,ATA,0.28,141.482,141.5,0,0,0
319,NEGRITOS,O,APA,0.17,22.737,0,0,22.7,0
3190,ANCHA,E,APA,1.06,101.124,0,101.1,0,0
3191,ANCHA,E,ATA,0.45,32.677,0,32.7,0,0
32,NEGRITOS,O,ATA,0.35,6.078,0,0,0,0
320,NEGRITOS,O,APA,1.81,32.199,0,0,0,0
3201,SANJUAN,E,ATA,0.16,63.256,0,0,63.3,0
3205,CONCHA,O,DPA,,0,0,0,0,0
3209,LOMITOS,E,DPA,,0,0,0,0,0
321,NEGRITOS,O,APA,0.13,7.251,0,0,7.3,0
3210,LOMITOS,E,PROD,2.55,110.887,110.9,0,0,0
3214,ANCHA,E,ATA,1.26,57.463,0,57.5,0,0
3215,ANCHA,E,ATA,1.61,145.16,0,145.2,0,0
322,NEGRITOS,O,ATA,4.87,51.303,0,0,51.3,0
3222,ANCHA,E,ATA,1.53,42.297,0,42.3,0,0
3227,ANCHA,E,ATA,0.1,61.71,0,61.7,0,0
3229,ANCHA,E,PROD,0.12,95.071,0,95.1,0,0
323,NEGRITOS,O,ATA,0.58,41.762,0,0,41.8,0
3230,YESO,S,PROD,4.86,108.874,37,0,71.9,0
3231,ANCHA,E,PROD,0.64,47.609,0,47.6,0,0
3232,ANCHA,E,ATA,1.65,80.641,0,80.6,0,0
3239,SANJUAN,E,PROD,0.73,61.02,0,0,61,0
324,NEGRITOS,O,ATA,0.06,36.292,0,0,36.3,0
3240,ANCHA,E,ATA,0.1,72.222,0,72.2,0,0
3242,ANCHA,E,APA,3.68,141.11,0,141.1,0,0
3243,ANCHA,E,PROD,1.49,206.862,0,206.9,0,0
3244,ANCHA,E,ATA,1.58,53.987,0,54,0,0
3246,ANCHA,E,PROD,0.12,72.955,0,73,0,0
3247,ANCHA,E,ATA,0.23,62.24,0,62.2,0,0
3248,ANCHA,E,ATA,1.07,54.246,0,54.2,0,0
3249,ANCHA,E,PROD,0.97,65.953,0,66,0,0
3250,ANCHA,E,PROD,1.09,137.499,0,137.5,0,0
3251,ANCHA,E,PROD,0.11,101.149,0,101.2,0,0
3252,ANCHA,E,APA,0.84,86.696,0,86.7,0,0
3253,ANCHA,E,PROD,0.14,102.864,0,102.9,0,0
3254,ANCHA,E,ATA,0.1,54.218,0,54.2,0,0
3255,ANCHA,E,ATA,0.03,78.742,0,78.7,0,0
3256,ANCHA,E,ATA,0.3,72.75,0,72.8,0,0
3257,ANCHA,E,PROD,1.28,166.686,0,166.7,0,0
3258,ANCHA,E,ATA,0.59,16.984,0,17,0,0
3259,ANCHA,E,ATA,0.26,114.571,0,114.6,0,0
326,NEGRITOS,O,ATA,0.42,19.194,0,0,19.2,0
3260,LLANO,S,ATA,2.9,1407.419,1407.4,0,0,0
327,NEGRITOS,O,ATA,0.68,36.035,0,0,36,0
3270,ANCHA,E,ATA,0.07,158.803,0,158.8,0,0
328,NEGRITOS,O,APA,0.4,7.749,0,0,7.7,0
3284,ANCHA,E,ATA,1.07,61.566,0,61.6,0,0
3286,ANCHA,E,ATA,0.07,68.323,0,68.3,0,0
3287,ANCHA,E,ATA,0.35,27.497,0,27.5,0,0
3288,ANCHA,E,ATA,1.07,36.488,0,36.5,0,0
3289,ANCHA,E,ATA,0.35,66.144,0,66.1,0,0
3291,ANCHA,E,PROD,0.12,94.934,0,94.9,0,0
3292,ANCHA,E,APA,0.87,112.075,0,112.1,0,0
3295,CONCHA,O,ATA,0,336.628,336.6,0,0,0
3296,LLANO,S,ATA,10.64,2330.204,2330.2,0,0,0
3297,CONCHA,O,DPA,,0,0,0,0,0
3298,CONCHA,O,ATA,1.26,196.689,196.7,0,0,0
3299,LLANO,S,ATA,3.32,477.287,477.3,0,0,0
33,NEGRITOS,O,APA,759.29,23.538,0,0,0,0
330,NEGRITOS,O,APA,0.07,25.093,0,0,25.1,0
3300,LLANO,S,PROD,0.85,602.902,602.9,0,0,0
3301,CONCHA,O,ATA,1.32,169.032,169,0,0,0
3302,CONCHA,O,ATA,0.19,8.538,8.5,0,0,0
3303,LLANO,S,ATA,0.45,6.15,6.2,0,0,0
3304,LLANO,S,ATA,2.13,1747.45,1747.5,0,0,0
3305,ANCHA,E,ATA,0.58,54.242,0,54.2,0,0
3306,CONCHA,O,ATA,2.97,44.538,44.5,0,0,0
3307,CONCHA,O,ATA,0.42,22.394,22.4,0,0,0
3308,CONCHA,O,DPA,,0,0,0,0,0
3309,LLANO,S,ATA,3.35,129.688,129.7,0,0,0
3311,LLANO,S,ATA,0.06,94.049,94,0,0,0
3312,LLANO,S,ATA,0,2050.184,2050.2,0,0,0
332,NEGRITOS,O,ATA,0.42,20.036,0,0,20,0
3320,LLANO,S,ATA,0,86.434,86.4,0,0,0
3321,CONCHA,O,ATA,0.21,4.529,4.5,0,0,0
3322,ANCHA,E,PROD,0.46,118.565,0,118.6,0,0
3323,ANCHA,E,PROD,3.04,144.342,0,144.3,0,0
3324,ANCHA,E,ATA,1.65,68.363,0,68.4,0,0
3325,ANCHA,E,ATA,0,22.639,0,22.6,0,0
3328,CONCHA,O,PROD,1.95,78.614,78.6,0,0,0
333,NEGRITOS,O,APA,0.27,28.013,0,0,28,0
3331,LLANO,S,ATA,0.31,426.111,426.1,0,0,0
3332,LLANO,S,ATA,0.13,451.002,451,0,0,0
3335,PLAYA,O,ATA,0.1,73.503,0,0,73.5,0
3338,ANCHA,E,ATA,0.03,30.865,0,30.9,0,0
3339,ANCHA,E,ATA,1.17,71.347,0,71.3,0,0
334,NEGRITOS,O,ATA,0.5,20.292,0,0,20.3,0
3340,YESO,S,PROD,1.95,238.224,0,0,238.2,0
3343,ANCHA,E,ATA,0.27,127.785,0,127.8,0,0
3344,ANCHA,E,APA,1.35,76.037,0,76,0,0
3345,SILLA,E,DPA,,0,0,0,0,0
3348,LLANO,S,ATA,2.61,1010.301,1010.3,0,0,0
3349,LLANO,S,ATA,5.68,1305.988,1306,0,0,0
335,NEGRITOS,O,DPA,,0,0,0,0,0
3350,VERDUNALTO,E,ATA,0.19,49.388,49.4,0,0,0
3351,ANCHA,E,ATA,1.61,52.01,0,52,0,0
3352,ANCHA,E,ATA,1.39,55.321,0,55.3,0,0
3354,LLANO,S,ATA,0,4.001,4,0,0,0
3355,LLANO,S,ATA,0.19,2551.671,2551.7,0,0,0
3358,ANCHA,E,ATA,0.07,12.121,0,12.1,0,0
3359,ANCHA,E,ATA,0.19,30.091,0,30.1,0,0
3360,PLAYA,O,ATA,0.13,33.126,0,0,33.1,0
3361,ANCHA,E,ATA,2.87,90.524,0,90.5,0,0
3362,ANCHA,E,ATA,1.61,96.477,0,96.5,0,0
3363,PLAYA,O,PROD,0.46,67.354,0,0,67.4,0
3364,ANCHA,E,ATA,1.58,92.105,0,92.1,0,0
3365,ANCHA,E,DPA,,0,0,0,0,0
3367,YESO,S,ATA,0.74,101.75,0,0,101.8,0
3368,LLANO,S,ATA,0,0.046,0,0,0,0
3369,LLANO,S,ATA,0.42,2106.583,2106.6,0,0,0
337,NEGRITOS,O,APA,0.27,24.553,0,0,24.6,0
3370,YESO,S,DPA,,0,0,0,0,0
3371,LLANO,S,ATA,1.06,1385.726,1385.7,0,0,0
3373,ANCHA,E,PROD,1.22,68.771,0,68.8,0,0
3374,ANCHA,E,PROD,1.22,109.232,0,109.2,0,0
3376,LLANO,S,ATA,1.93,451.765,451.8,0,0,0
3378,LLANO,S,ATA,0.37,92.026,59.9,0,32.2,0
3379,LLANO,S,ATA,0.26,1418.654,1418.7,0,0,0
338,NEGRITOS,O,APA,0.3,24.166,0,0,24.2,0
3382,ANCHA,E,ATA,0.52,49.495,0,49.5,0,0
3383,LLANO,S,PROD,1.16,41.637,2.2,39.5,0,0
3386,PLAYA,O,PROD,0.73,71.061,0,0,71.1,0
3387,PLAYA,O,PROD,1.09,104.414,0,0,104.4,0
3388,YESO,S,ATA,0.19,158.57,0,0,158.6,0
3389,PLAYA,O,PROD,1.46,64.802,0,0,64.8,0
339,NEGRITOS,O,DPA,,0,0,0,0,0
3390,CENTINELA,S,ATA,0,0,0,0,0,0
3391,PLAYA,O,PROD,2.13,34.332,0,0,34.3,0
3392,ANCHA,E,PROD,1.22,126.579,0,126.6,0,0
3393,ANCHA,E,PROD,2.44,106.596,0,106.6,0,0
3394,ANCHA,E,PROD,2.28,105.745,0,105.7,0,0
3395,YESO,S,DPA,,0,0,0,0,0
3396,YESO,S,ATA,0,200.418,0,0,200.4,0
3397,YESO,S,ATA,0.25,14.217,0,0,14.2,0
3398,YESO,S,ATA,0,54.217,0,0,54.2,0
3405,ANCHA,E,ATA,0.07,30.89,0,30.9,0,0
3406,ANCHA,E,PROD,1.06,106.311,0,106.3,0,0
3407,ANCHA,E,ATA,22.74,111.902,0,111.9,0,0
3408,LOMITOS,E,ATA,0.32,96.437,0,0,96.4,0
3409,ANCHA,E,PROD,1.22,112.976,0,113,0,0
3410,CENTINELA,S,DPA,,0,0,0,0,0
3412,PLAYA,O,ATA,0.16,50.942,0,0,50.9,0
3413,ANCHA,E,PROD,0.85,114.104,0,114.1,0,0
3414,LAGUNITOS,S,PROD,0.26,76.596,0,76.6,0,0
3416,ANCHA,E,ATA,0.29,74.823,0,74.8,0,0
3419,PLAYA,O,ATA,0.77,18.592,18.6,0,0,0
342,NEGRITOS,O,ATA,0.03,41.7,0,0,41.7,0
3422,YESO,S,ATA,0.77,130.775,0,0,130.8,0
343,NEGRITOS,O,APA,0.13,29.84,0,0,29.8,0
3434,LLANO,S,DPA,,0,0,0,0,0
3436,YESO,S,ATA,0.19,73.224,0,0,73.2,0
3437,SIETEVIENTOS,O,ATA,0,0,0,0,0,0
3438,PLAYA,O,PROD,1.71,101.075,0,0,101.1,0
3439,PLAYA,O,ATA,1.53,24.283,0,0,24.3,0
344,NEGRITOS,O,APA,0.26,11.948,0,0,11.9,0
3442,ANCHA,E,ATA,0.3,136.777,0,136.8,0,0
3443,ANCHA,E,PROD,1.49,125.863,0,125.9,0,0
3444,ANCHA,E,PROD,0.97,133.97,0,134,0,0
3446,PLAYA,O,PROD,1.5,182.663,0,0,182.7,0
3449,PLAYA,O,ATA,0.07,39.294,0,0,39.3,0
3452,PLAYA,O,ATA,4.74,128.486,128.5,0,0,0
3453,RIOVERDE,E,PROD,0.97,192.004,75.1,17.2,99.6,0
3454,ANCHA,E,PROD,0.73,85.055,0,85.1,0,0
3455,ANCHA,E,PROD,0.17,201.752,0,201.8,0,0
3457,LAGUNITOS,S,DPA,,0,0,0,0,0
3457A,CENTINELA,S,DPA,,0,0,0,0,0
3458,ANCHA,E,PROD,0.85,90.394,0,90.4,0,0
346,NEGRITOS,O,APA,236.45,7.33,0,0,7.3,0
3461,PLAYA,O,PROD,1.95,136.937,0,0,136.9,0
3466,ANCHA,E,PROD,2.13,120.04,0,120,0,0
3467,ANCHA,E,ATA,0.13,125.07,0,125.1,0,0
3468,ANCHA,E,PROD,1.06,154.059,0,154.1,0,0
347,NEGRITOS,O,ATA,0.58,18.212,0,0,18.2,0
3471,YESO,S,APA,1.19,29.608,0,0,29.6,0
3473,YESO,S,APA,2.97,5.66,0,0,5.7,0
3474,YESO,S,ATA,2.8,215.24,0,0,215.2,0
3476,YESO,S,PROD,1.95,74.949,0,0,74.9,0
3478,PLAYA,O,APA,0.29,6.528,0,0,6.5,0
3479,PLAYA,O,PROD,2.55,57.815,8,0,49.8,0
348,NEGRITOS,O,DPA,,0,0,0,0,0
3481,LLANO,S,ATA,0.53,668.999,669,0,0,0
3482,LAGUNITOS,S,ATA,0.48,22.993,0,23,0,0
3483,LLANO,S,APA,0.27,9.115,9.1,0,0,0
3484,LOMITOS,E,PROD,0.19,78.6,78.6,0,0,0
3485,LOMITOS,E,DPA,,0,0,0,0,0
3486,LOMITOS,E,ATA,0.9,229.313,229.3,0,0,0
3487,PLAYA,O,DPA,,0,0,0,0,0
349,NEGRITOS,O,APA,0.14,7.683,0,0,7.7,0
3491,ANCHA,E,PROD,0.24,28.909,0,28.9,0,0
3492,RIOVERDE,E,PROD,1.22,103.243,25.9,0,77.3,0
3493,ANCHA,E,PROD,1.06,44.22,0,44.2,0,0
3494,RIOVERDE,E,PROD,3.66,250.369,250.4,0,0,0
3496,LOMITOS,E,ATA,0.81,73.382,0,0,73.4,0
3497,RIOVERDE,E,ATA,0.74,43.8,43.8,0,0,0
3498,PLAYA,O,DPA,,0,0,0,0,0
3499,PLAYA,O,PROD,2.19,100.876,17.3,0,83.6,0
35,NEGRITOS,O,APA,873.58,27.081,0,0,0,0
3500,LAGUNITOS,S,DPA,,0,0,0,0,0
3501,PLAYA,O,PROD,2.55,25.796,0,0,25.8,0
3508,PLAYA,O,PROD,1.09,111.527,0,0,111.5,0
351,NEGRITOS,O,DPA,,0,0,0,0,0
3510,YESO,S,DPA,,0,0,0,0,0
3511,PLAYA,O,PROD,2.55,57.635,0,0,57.6,0
3512,PLAYA,O,APA,1.23,8.004,0,0,8,0
3513,PLAYA,O,APA,0.07,6.294,0,0,6.3,0
3514,PLAYA,O,PROD,0.85,40.826,0,0,40.8,0
3516,YESO,S,ATA,0.97,125,0,0,125,0
351A,NEGRITOS,O,APA,0.53,39.171,0,0,39.2,0
352,NEGRITOS,O,APA,160.9,4.988,0,0,0,0
353,NEGRITOS,O,ATA,0.06,6.891,0,0,6.9,0
3531,SANJUAN,E,PROD,0.86,125.586,0,0,125.6,0
3532,SANJUAN,E,ATA,1,11.858,0,0,11.9,0
3533,LOMITOS,E,ATA,1.07,47.443,0,0,0,47.4
3534,LOMITOS,E,PROD,0.46,102.358,102.4,0,0,0
3535,PLAYA,O,ATA,0.47,233.584,0,0,0,233.6
3536,RIOVERDE,E,APA,0.93,3.495,3.5,0,0,0
3537,RIOVERDE,E,ATA,1,63.259,10.7,0,52.5,0
3538,RIOVERDE,E,APA,0.93,3.241,3.2,0,0,0
354,NEGRITOS,O,APA,0.03,10.416,0,0,10.4,0
3548,RIOVERDE,E,ATA,2.7,118.717,109.1,9.6,0,0
355,NEGRITOS,O,APA,0.39,10.723,0,0,10.7,0
3551,YESO,S,ATA,1.33,52.018,0,0,52,0
3552,YESO,S,APA,1.68,0.052,0,0,0.1,0
3553,PLAYA,O,APA,0.07,8.765,0,0,8.8,0
3559,PLAYA,O,PROD,2.19,57.475,0,0,57.5,0
356,NEGRITOS,O,ATA,1.03,58.8,0,0,58.8,0
3561,PLAYA,O,DPA,,0,0,0,0,0
3562,PLAYA,O,ATA,0.45,62.841,0,0,62.8,0
3563,PLAYA,O,PROD,0.3,15.44,0,0,15.4,0
3564,RIOVERDE,E,ATA,0.17,294.194,108.9,0,185.3,0
3566,ANCHA,E,ATA,0,64.34,0,64.3,0,0
3567,ANCHA,E,PROD,0.97,103.848,0,103.8,0,0
3568,ANCHA,E,ATA,0.16,51.474,0,51.5,0,0
3569,ANCHA,E,PROD,1.06,79.043,0,79,0,0
357,NEGRITOS,O,APA,169.39,5.251,0,0,5.3,0
3571,ANCHA,E,ATA,0,47.557,0,47.6,0,0
3572,ANCHA,E,ATA,1.13,55.377,0,55.4,0,0
3573,LOMITOS,E,ATA,1.07,523.927,523.9,0,0,0
3581,PLAYA,O,APA,0.97,6.055,0,0,6.1,0
3582,PLAYA,O,ATA,0.6,44,0,0,44,0
3583,PLAYA,O,DPA,,0,0,0,0,0
3585,RIOVERDE,E,PROD,1.49,19.397,0,0,0,0
3589,ANCHA,E,APA,0.13,44.34,0,44.3,0,0
3591,ANCHA,E,PROD,2.13,151.349,0,151.3,0,0
3592,ANCHA,E,PROD,2.98,169.533,0,169.5,0,0
3593,ANCHA,E,ATA,1.4,102.424,0,102.4,0,0
3594,YESO,S,ATA,0.1,290.959,0.4,0,290.6,0
3595,SILLA,E,DPA,,0,0,0,0,0
3596,YESO,S,PROD,0,140.834,0,0,140.8,0
3598,PLAYA,O,APA,1.97,6.173,0,0,6.2,0
360,NEGRITOS,O,APA,0.2,4.752,0,0,4.8,0
3608,PLAYA,O,PROD,2.19,209.595,113.6,0,96,0
3609,ANCHA,E,ATA,2.67,62.989,0,63,0,0
3611,ANCHA,E,PROD,1.06,131.504,0,131.5,0,0
3612,SANJUAN,E,ATA,0.97,61.739,0,0,61.7,0
3613,SANJUAN,E,ATA,1.71,170.502,0,0,170.5,0
3615,YESO,S,PROD,2.37,205.781,0,0,205.8,0
362,NEGRITOS,O,DPA,,0,0,0,0,0
363,NEGRITOS,O,ATA,0.71,41.218,0,0,41.2,0
3633,PLAYA,O,DPA,,0,0,0,0,0
3636,ANCHA,E,ATA,0.13,45.486,0,45.5,0,0
3637,SANPEDRO,E,ATA,0,203.399,192.4,11,0,0
3638,ANCHA,E,PROD,0.43,58.961,0,59,0,0
364,NEGRITOS,O,APA,0.32,9.73,0,0,9.7,0
3643,YESO,S,PROD,0.81,104.663,0,0,104.7,0
3644,YESO,S,ATA,0.13,75.839,18.3,0,57.6,0
3646,SIETEVIENTOS,O,ATA,0.1,38.707,38.7,0,0,0
3647,ANCHA,E,ATA,0.06,39.418,0,39.4,0,0
3648,SANJUAN,E,ATA,0.07,33.927,0,0,33.9,0
3649,SANJUAN,E,ATA,0.5,14.348,0,0,14.3,0
365,NEGRITOS,O,ATA,0.87,33.222,0,0,33.2,0
3651,ANCHA,E,ATA,0,40.422,0,40.4,0,0
3652,PLAYA,O,DPA,,0,0,0,0,0
3653,ANCHA,E,ATA,2.19,14.799,0,14.8,0,0
3657,LOMITOS,E,ATA,0,124.49,124.5,0,0,0
3660,YESO,S,PROD,1.49,56.246,56,0,0.3,0
3661,YESO,S,APA,0.29,0.009,0,0,0,0
3665,YESO,S,DPA,,0,0,0,0,0
3666,PLAYA,O,PROD,2.68,282.045,0,0,0,282
3669,PLAYA,O,ATA,5.23,554.534,0,0,554.5,0
367,NEGRITOS,O,APA,19.13,0.593,0,0,0.6,0
3671,PLAYA,O,PROD,0.97,15.682,0,0,15.7,0
3672,PLAYA,O,DPA,,0,0,0,0,0
3673,PLAYA,O,DPA,,0,0,0,0,0
3674,ANCHA,E,PROD,0.85,41.764,0,41.8,0,0
3675,SILLA,E,PROD,2.39,529.758,506.3,23.5,0,0
368,NEGRITOS,O,DPA,,0,0,0,0,0
3682,SANPEDRO,E,ATA,0.4,1237.205,1237.2,0,0,0
3683,SANPEDRO,E,ATA,7.29,10.07,0,0,10.1,0
3684,ANCHA,E,APA,0.07,0.601,0,0.6,0,0
3686,SANJUAN,E,ATA,4.55,40.408,0,0,40.4,0
3687,SANDINO,E,APA,0.1,4.445,4.4,0,0,0
3688,SANDINO,E,ATA,0.17,279.141,279.1,0,0,0
3689,LOMITOS,E,PROD,2.48,1211.037,1211,0,0,0
3691,LOMITOS,E,PROD,3.3,793.721,793.7,0,0,0
3692,LOMITOS,E,APA,0.03,1.142,0,0,1.1,0
3693,SANJUAN,E,PROD,0,210.836,0,0,210.8,0
3694,SANJUAN,E,PROD,1.72,242.653,0,0,242.7,0
3696,SANJUAN,E,ATA,0.8,41.094,0,0,41.1,0
3697,SANJUAN,E,ATA,0.1,10.449,0,0,10.4,0
3698,SANJUAN,E,ATA,1.42,53.496,0,0,53.5,0
3699,SANJUAN,E,ATA,0.48,47.151,0,0,47.2,0
370,NEGRITOS,O,DPA,,0,0,0,0,0
3701,ANCHA,E,APA,2.21,1.519,0,1.5,0,0
3702,ANCHA,E,PROD,0.58,83.668,0,83.7,0,0
3703,ANCHA,E,APA,3.39,9.081,0,9.1,0,0
3704,ANCHA,E,ATA,0.16,109.977,0,110,0,0
3706,ANCHA,E,DPA,,0,0,0,0,0
3708,ANCHA,E,ATA,0.93,62.75,0,62.8,0,0
371,NEGRITOS,O,APA,287.06,8.899,0,0,8.9,0
3710,YESO,S,PROD,3.41,163.692,0,0,163.7,0
3713,SANPEDRO,E,ATA,0,28.059,28.1,0,0,0
3717,SANPEDRO,E,ATA,0.16,330.068,330.1,0,0,0
3718,VERDUNALTO,E,INYA,0.47,47.552,11,0,36.5,0
372,NEGRITOS,O,APA,0.32,0.946,0,0,0.9,0
3722,SILLA,E,ATA,0.19,939.247,939.2,0,0,0
3723,SILLA,E,PROD,4.79,35.695,0,35.7,0,0
3727,VERDUNALTO,E,DPA,,0,0,0,0,0
3730,YESO,S,DPA,,0,0,0,0,0
3738,LOMITOS,E,ATA,0.77,83.027,0,0,83,0
3742,LOMITOS,E,ATA,5.8,150.776,150.8,0,0,0
3743,LOMITOS,E,ATA,2.32,132.468,132.5,0,0,0
3747,ANCHA,E,PROD,0.85,72.996,0,73,0,0
375,NEGRITOS,O,DPA,,0,0,0,0,0
3752,LOMITOS,E,ATA,0,89.202,89.2,0,0,0
3753,SILLA,E,PROD,4.79,122.169,86.1,36.1,0,0
3754,SILLA,E,PROD,4.79,351.563,317.6,34,0,0
3756,SILLA,E,ATA,8.06,772.213,772.2,0,0,0
3757,SILLA,E,ATA,0.29,915.543,915.5,0,0,0
376,NEGRITOS,O,DPA,,0,0,0,0,0
3764,VERDUNALTO,E,ATA,2.19,179.088,0,0,179.1,0
377,NEGRITOS,O,APA,0.26,10.755,0,0,10.8,0
3770,SANJUAN,E,DPA,,0,0,0,0,0
3772,PUEBLO,S,ATA,,0,0,0,0,0
3773,SANPEDRO,E,ATA,2.6,240.089,240.1,0,0,0
3774,SANPEDRO,E,ATA,1.52,69.786,69.8,0,0,0
3775,SILLA,E,DPA,,0,0,0,0,0
3776,SANPEDRO,E,DPA,,0,0,0,0,0
3777,VERDUNALTO,E,PROD,0.81,93.382,0,0,93.4,0
3778,SANDINO,E,DPA,,0,0,0,0,0
3782,SILLA,E,ATA,2.55,1006.682,990,16.7,0,0
3783,SILLA,E,PROD,0.64,250.165,240.2,9.9,0,0
379,NEGRITOS,O,APA,393.77,12.207,0,0,0,0
3793,ANCHA,E,DPA,,0,0,0,0,0
3794,SANPEDRO,E,ATA,7.4,64.191,64.2,0,0,0
3798,SILLA,E,PROD,0.85,397.935,397.9,0,0,0
3799,SILLA,E,ATA,0,0,0,0,0,0
380,NEGRITOS,O,APA,685.77,21.259,0,0,21.3,0
3800,YESO,S,DPA,,0,0,0,0,0
3801,SILLA,E,ATA,0.28,54.259,54.3,0,0,0
3802,SILLA,E,ATA,0.13,312.319,312.3,0,0,0
3803,YESO,S,DPA,,0,0,0,0,0
3804,SANDINO,E,PROD,1.22,164.728,164.7,0,0,0
3806,ANCHA,E,DPA,,0,0,0,0,0
3807,SANPEDRO,E,ATA,0.73,312.201,312.2,0,0,0
381,NEGRITOS,O,APA,0.58,1.232,0,0,1.2,0
3812,YESO,S,APA,1.48,7.96,0,0,8,0
3813,SILLA,E,ATA,0.84,892.43,892.4,0,0,0
3819,VERDUNALTO,E,DPA,,0,0,0,0,0
382,NEGRITOS,O,ATA,2.63,26.98,0,0,27,0
3825,COLINA,E,PROD,3.99,254.373,222.7,31.7,0,0
3826,SANPEDRO,E,ATA,0.19,144.969,145,0,0,0
3828,ANCHA,E,DPA,,0,0,0,0,0
3834,SILLA,E,PROD,3.19,517.741,488.2,29.5,0,0
3835,LOMITOS,E,APA,0.03,0.398,0,0,0.4,0
3836,YESO,S,PROD,1.71,265.918,6.2,0,259.7,0
3837,YESO,S,PROD,0.26,63.384,0,0,63.4,0
3839,SANDINO,E,ATA,0.63,255.497,255.5,0,0,0
384,NEGRITOS,O,APA,0.57,34.398,0,0,34.4,0
3840,ANCHA,E,APA,1.18,5.117,0,5.1,0,0
3844,SANPEDRO,E,APA,1.9,1.839,1.8,0,0,0
3846,ANCHA,E,ATA,2.97,31.83,0,31.8,0,0
3848,SANPEDRO,E,DPA,,0,0,0,0,0
385,NEGRITOS,O,APA,0.17,9.639,0,0,9.6,0
3850,ANCHA,E,ATA,0.07,1.484,0,1.5,0,0
3859,SANDINO,E,PROD,1.49,157.209,157.2,0,0,0
386,NEGRITOS,O,APA,1.26,10.773,0,0,10.8,0
3860,ANCHA,E,DPA,,0,0,0,0,0
3862,SANDINO,E,ATA,0,16.016,16,0,0,0
3865,YESO,S,PROD,0.12,129.25,0,0,129.3,0
3868,SILLA,E,PROD,1.6,836.818,813.8,23,0,0
3871,PUEBLO,S,ATA,4.1,1.813,1.8,0,0,0
3872,NEGRITOS,O,APA,0.55,1.601,0,0,0,0
3876,NEGRITOS,O,ATA,8.06,42.146,0,0,42.1,0
3877,NEGRITOS,O,DPA,,0,0,0,0,0
388,NEGRITOS,O,APA,218.45,6.772,0,0,0,0
3888,COLINA,E,PROD,6.38,1294.685,1291.8,2.9,0,0
3889,ANCHA,E,PROD,0.16,40.721,0,40.7,0,0
389,NEGRITOS,O,ATA,0.52,15.363,0,0,15.4,0
3891,COLINA,E,DPA,,0,0,0,0,0
3893,COLINA,E,PROD,4.79,175.052,151.3,23.8,0,0
3894,PUEBLO,S,ATA,0,0.077,0.1,0,0,0
39,NEGRITOS,O,DPA,,0,0,0,0,0
390,NEGRITOS,O,ATA,0.94,41.479,0,0,41.5,0
3903,SIETEVIENTOS,O,ATA,0.97,107.979,108,0,0,0
3904,SIETEVIENTOS,O,DPA,,0,0,0,0,0
3904A,SIETEVIENTOS,O,PROD,0.12,308.296,307.2,0,1.1,0
3905,ANCHA,E,APA,1.19,1.467,0,1.5,0,0
3906,YESO,S,PROD,4.18,190.065,1.9,0,188.2,0
391,NEGRITOS,O,APA,0.42,9.128,0,0,9.1,0
3913,PUEBLO,S,ATA,0,0.25,0.3,0,0,0
3915,LAGUNITOS,S,ATA,1.9,45.378,0,45.4,0,0
3916,SILLA,E,ATA,0,148.944,148.9,0,0,0
3917,SANPEDRO,E,DPA,,0,0,0,0,0
3918,ANCHA,E,PROD,1.22,59.05,0,59,0,0
3919,SANPEDRO,E,PROD,0.85,70.119,46.9,23.2,0,0
3922,ANCHA,E,PROD,1.22,75.165,0,75.2,0,0
3923,SILLA,E,ATA,0,341.734,341.7,0,0,0
3924,SILLA,E,ATA,2.03,523.703,523.7,0,0,0
3926,LOMITOS,E,DPA,,0,0,0,0,0
3927,SILLA,E,PROD,0.64,664.632,634.5,30.1,0,0
3928,LLANO,S,DPA,,0,0,0,0,0
3929,LAGUNITOS,S,ATA,3.03,34.76,0,34.8,0,0
393,NEGRITOS,O,APA,19.13,0.593,0,0,0.6,0
3931,SILLA,E,PROD,0.73,35.63,0,35.6,0,0
3936,ANCHA,E,PROD,0.97,57.499,0,57.5,0,0
3937,VICHAYO,E,DPA,,0,0,0,0,0
394,NEGRITOS,O,ATA,0.97,26.039,0,0,26,0
3940,LAGUNITOS,S,DPA,,0,0,0,0,0
3942,YESO,S,PROD,0.09,91.507,0,0,91.5,0
395,NEGRITOS,O,DPA,,0,0,0,0,0
3950,LOMITOS,E,DPA,,0,0,0,0,0
3958,PUEBLO,S,ATA,1.17,10.472,10.5,0,0,0
3959,LOMITOS,E,DPA,,0,0,0,0,0
396,NEGRITOS,O,ATA,0.13,24.414,0,0,24.4,0
3964,PUEBLO,S,ATA,2.43,0.068,0.1,0,0,0
3966,PUEBLO,S,APA,0.03,0.152,0.2,0,0,0
3967,SILLA,E,PROD,6.38,72.02,0,72,0,0
3968,SILLA,E,ATA,0.39,1349.15,1349.2,0,0,0
397,NEGRITOS,O,APA,0.33,13.626,0,0,13.6,0
